Ticker,Weight
SHOP,3
CLDR,3
SE,3
LVGO,3
ZM,3
TDOC,3
DOCU,3
ZS,3
DDOG,3
TWLO,3
TTD,3
NOW,3
OKTA,3
TEAM,3
FIVN,3
SPLK,3
COUP,3
AYX,3
MELI,3
FSLY,3
DXCM,3
ESTC,3
CRWD,3
WDAY,3
NET,3
SPOT,3
VEEV,3
ROKU,3
FTNT,3
